time,ax,ay,az,gx,gy,gz
152468,-112,-3400,2060,1289,87,74
152470,-116,-3395,2100,1287,88,14
152472,-139,-3428,2110,1322,80,-56
152474,-163,-3438,2179,1348,41,-103
152476,-158,-3446,2188,1381,-10,-130
152478,-209,-3404,2201,1401,-58,-153
152480,-230,-3382,2233,1439,-141,-206
152482,-170,-3262,2288,1517,-163,-307
152484,-179,-3199,2292,1581,-181,-413
152486,-238,-3200,2242,1617,-223,-463
152488,-170,-3200,2250,1610,-255,-486
152490,-160,-3275,2193,1606,-311,-552
152492,-178,-3282,2141,1639,-393,-622
152494,-196,-3282,2133,1663,-461,-689
152496,-178,-3322,2171,1700,-499,-738
152498,-175,-3298,2189,1743,-512,-780
152500,-130,-3343,2212,1786,-537,-828
152502,-192,-3353,2210,1823,-578,-850
152504,-217,-3381,2268,1872,-635,-841
152506,-202,-3403,2317,1943,-689,-793
152508,-206,-3445,2373,2029,-741,-741
152510,-200,-3449,2375,2147,-783,-668
152512,-191,-3465,2410,2302,-814,-567
152514,-187,-3436,2465,2391,-835,-495
152516,-186,-3454,2462,2503,-844,-427
152518,-175,-3418,2531,2605,-861,-362
152520,-211,-3424,2482,2680,-902,-271
152522,-161,-3399,2497,2755,-930,-170
152524,-129,-3405,2506,2847,-933,-75
152526,-71,-3385,2485,2894,-927,46
152528,-83,-3370,2506,2940,-926,135
152530,-82,-3407,2552,2982,-921,171
152532,-58,-3466,2490,3040,-917,213
152534,-97,-3477,2506,3107,-911,250
152536,-74,-3486,2508,3197,-885,264
152538,-89,-3459,2539,3261,-885,267
152540,-107,-3453,2562,3308,-865,264
152542,-167,-3417,2623,3317,-872,236
152544,-194,-3399,2602,3302,-897,199
152546,-185,-3391,2588,3289,-902,167
152548,-119,-3404,2559,3279,-890,128
152550,-93,-3384,2539,3253,-876,103
152552,-91,-3392,2557,3215,-848,103
152554,-31,-3345,2602,3176,-819,135
152556,-35,-3333,2620,3131,-800,160
152558,-35,-3318,2645,3106,-764,180
152560,-56,-3277,2680,3075,-738,210
152562,-44,-3314,2710,3051,-726,240
152564,-46,-3267,2733,3026,-706,265
152566,20,-3222,2789,3010,-690,269
152568,20,-3236,2756,3014,-674,269
152570,56,-3219,2764,3046,-627,257
152572,30,-3181,2783,3050,-585,246
152574,-13,-3157,2791,3039,-570,240
152576,-53,-3099,2784,3028,-558,242
152578,-87,-3058,2785,3004,-560,232
152580,-105,-3056,2775,2965,-564,224
152582,-163,-3014,2727,2944,-571,217
152584,-189,-2998,2752,2895,-596,216
152586,-141,-2951,2700,2847,-591,229
152588,-80,-2926,2616,2794,-590,228
152590,-53,-2889,2629,2738,-567,234
152592,-23,-2916,2633,2687,-526,248
152594,15,-2906,2672,2652,-501,235
152596,17,-2945,2731,2641,-518,212
152598,-45,-2969,2797,2642,-528,201
152600,-51,-3000,2828,2646,-525,204
152602,-58,-2986,2825,2659,-563,202
152604,-70,-2958,2857,2665,-604,192
152606,-77,-2922,2864,2662,-691,173
152608,-65,-2928,2841,2660,-769,119
152610,-114,-2915,2843,2648,-832,106
152612,-119,-2891,2901,2623,-896,109
152614,-141,-2939,2881,2634,-953,89
152616,-169,-2955,2895,2657,-1020,84
152618,-171,-2969,2877,2675,-1052,98
152620,-145,-2968,2845,2693,-1086,133
152622,-94,-2963,2898,2698,-1122,142
152624,-63,-2932,2951,2707,-1162,157
152626,-61,-2930,2930,2705,-1176,185
152628,-73,-2846,2908,2656,-1186,190
152630,-31,-2877,2900,2624,-1221,189
152632,10,-2801,2914,2570,-1237,219
152634,41,-2790,2969,2535,-1233,231
152636,26,-2818,2965,2508,-1235,227
152638,19,-2860,2990,2502,-1243,215
152640,56,-2858,3009,2468,-1195,220
152642,92,-2858,3022,2422,-1116,234
152644,61,-2987,3075,2427,-1035,216
152646,60,-3108,3165,2515,-985,177
152648,26,-2998,3168,2519,-936,150
152650,77,-2973,3153,2518,-890,110
152652,17,-3335,3350,2751,-904,-3
152654,50,-3476,3472,3083,-927,-151
152656,87,-3488,3571,3394,-931,-288
152658,74,-3000,3162,3352,-834,-280
152660,207,-2991,3246,3430,-781,-348
152662,208,-2837,3033,3331,-566,-316
152664,219,-3110,3123,3529,-498,-393
152666,231,-2614,3302,3572,-382,-384
152668,159,-2726,3011,3377,-166,-260
152670,325,-3346,3725,3890,-194,-419
152672,219,-2859,3432,3861,-16,-307
152674,168,-2925,3343,3914,31,-262
152676,161,-2205,2978,3605,82,-168
152678,212,-2592,3039,3481,97,-177
152680,191,-2122,3127,3306,144,-143
152682,108,-2503,3096,3196,153,-151
152684,248,-2630,3627,3460,86,-370
152686,77,-2180,3065,3085,202,-253
152688,147,-3079,3386,3343,131,-423
152690,185,-2471,3449,3464,132,-529
152692,79,-2776,3506,3640,74,-659
152694,44,-2624,3397,3707,68,-699
152696,94,-2812,3501,3858,65,-729
152698,62,-2720,3386,4002,85,-713
152700,6,-2768,3591,4294,-10,-714
152702,-8,-2625,3515,4476,-57,-703
152704,-7,-2363,3259,4474,-94,-671
152706,128,-2239,3152,4381,-141,-695
152708,190,-2186,3113,4266,-77,-698
152710,147,-2104,3203,4227,-4,-662
152712,118,-2131,3306,4228,98,-562
152714,119,-1968,3245,4165,202,-373
152716,107,-1805,3173,4048,291,-177
152718,141,-1575,3024,3861,270,-65
152720,215,-1488,2972,3659,289,-1
152722,146,-1413,3022,3423,365,153
152724,150,-1442,3050,3273,389,257
152726,151,-1464,3088,3099,392,382
152728,139,-1456,3157,2911,383,522
152730,165,-1606,3235,2766,359,584
152732,141,-1734,3257,2672,342,601
152734,83,-1833,3223,2602,295,602
152736,26,-1819,3260,2538,281,671
152738,-47,-1728,3224,2511,301,837
152740,-82,-1680,3199,2469,280,995
152742,-74,-1691,3284,2372,172,1132
152744,-55,-1761,3360,2263,57,1264
152746,-56,-1808,3404,2151,-41,1385
152748,-44,-1814,3427,2054,-129,1483
152750,53,-1886,3405,1985,-187,1530
152752,176,-2004,3335,1878,-124,1487
152754,207,-2050,3344,1794,-99,1428
152756,169,-2181,3401,1744,-91,1336
152758,266,-2281,3417,1684,-62,1193
152760,331,-2365,3452,1638,27,1016
152762,394,-2395,3433,1581,132,791
152764,387,-2436,3491,1525,212,576
152766,367,-2419,3539,1503,259,351
152768,339,-2444,3620,1504,303,104
152770,246,-2443,3657,1502,313,-109
152772,72,-2404,3706,1541,278,-255
152774,-48,-2366,3750,1602,183,-355
152776,-144,-2308,3814,1668,60,-416
152778,-206,-2266,3769,1743,-69,-429
152780,-270,-2292,3759,1826,-198,-417
152782,-250,-2279,3751,1930,-358,-366
152784,-241,-2269,3774,2001,-445,-332
152786,-212,-2297,3788,2061,-541,-292
152788,-166,-2301,3740,2089,-628,-252
152790,-141,-2264,3738,2136,-676,-208
152792,-133,-2277,3690,2187,-715,-165
152794,-117,-2290,3729,2227,-757,-142
152796,-71,-2269,3665,2246,-789,-125
152798,-65,-2249,3686,2274,-807,-119
152800,-84,-2221,3682,2316,-823,-125
152802,-105,-2184,3638,2363,-842,-159
152804,-107,-2188,3628,2433,-853,-200
152806,-132,-2146,3627,2514,-874,-263
152808,-88,-2128,3616,2611,-912,-358
152810,-115,-2105,3625,2714,-941,-456
152812,-115,-2069,3593,2872,-990,-578
152814,-134,-2091,3609,2965,-1023,-638
152816,-120,-2083,3601,3087,-1054,-686
152818,-157,-2015,3583,3207,-1087,-713
152820,-122,-1991,3600,3301,-1120,-705
152822,-122,-1944,3607,3402,-1141,-650
152824,-119,-1908,3590,3531,-1132,-552
152826,-99,-1902,3668,3669,-1108,-418
152828,-101,-1871,3655,3821,-1114,-294
152830,-98,-1811,3702,4009,-1137,-190
152832,-91,-1754,3681,4217,-1160,-86
152834,-76,-1736,3682,4391,-1236,-14
152836,-29,-1698,3688,4570,-1316,27
152838,11,-1720,3709,4753,-1365,73
152840,3,-1719,3729,4932,-1375,170
152842,-29,-1756,3777,5137,-1357,343
152844,-30,-1707,3797,5198,-1369,440
152846,56,-1639,3791,5209,-1390,527
152848,225,-1642,3868,5258,-1395,592
152850,326,-1613,3961,5259,-1304,670
152852,349,-1708,4024,5180,-1191,790
152854,370,-1741,4083,5075,-1094,902
152856,306,-1752,4009,4909,-979,1009
152858,247,-1543,4121,4571,-909,1067
152860,265,-1700,4041,4428,-800,1115
152862,205,-1700,3983,4402,-758,1138
152864,237,-1695,3981,4306,-749,1132
152866,176,-1682,4043,4249,-660,1156
152868,195,-1675,4127,4190,-545,1186
152870,195,-1651,4089,4144,-481,1223
152872,254,-1537,4092,4125,-463,1209
152874,278,-1500,4095,4158,-415,1178
152876,165,-1482,4031,4217,-379,1152
152878,204,-1415,4020,4254,-359,1113
152880,246,-1339,3931,4212,-377,1060
152882,227,-1283,3804,4081,-399,979
152884,257,-1228,3777,3910,-407,897
152886,244,-1242,3807,3756,-364,835
152888,253,-1153,3794,3639,-322,785
152890,232,-1048,3837,3538,-296,742
152892,184,-1023,3749,3429,-283,715
152894,249,-985,3726,3310,-290,660
152896,334,-1065,3796,3194,-227,630
152898,261,-1113,3804,3090,-125,652
152900,202,-1182,3743,2952,-77,661
152902,288,-1149,3766,2794,-19,602
152904,290,-1165,3814,2779,52,568
152906,236,-1109,3837,2796,49,527
152908,282,-1093,3863,2815,78,505
152910,191,-1107,3817,2715,129,555
152912,183,-1197,3805,2583,215,602
152914,203,-1190,3858,2504,328,622
152916,190,-1182,3897,2474,401,614
152918,195,-1161,3899,2468,454,590
152920,214,-1189,3925,2464,499,568
152922,225,-1177,3927,2422,501,533
152924,220,-1209,3983,2389,523,496
152926,213,-1219,4041,2411,563,455
152928,166,-1210,4044,2462,616,413
152930,68,-1148,3987,2492,627,367
152932,122,-1186,3966,2498,634,262
152934,142,-1171,3960,2520,676,217
152936,161,-1102,3969,2577,747,179
152938,137,-1090,3965,2640,796,143
152940,143,-1035,3951,2702,818,114
152942,111,-921,3913,2754,842,88
152944,135,-871,3984,2777,875,82
152946,41,-881,3923,2808,857,98
152948,55,-845,3910,2830,884,120
152950,115,-781,3946,2824,941,169
152952,142,-780,3959,2800,1019,238
152954,92,-816,4002,2758,1086,358
152956,133,-809,3960,2760,1052,445
152958,200,-709,4081,2794,1065,491
152960,176,-720,4137,2851,1108,553
152962,41,-827,4147,2901,1132,652
152964,43,-832,4128,2938,1091,686
152966,64,-821,4212,2966,1144,700
152968,33,-903,4096,3004,1159,708
152970,63,-853,4097,3027,1143,696
152972,38,-852,4090,3027,1150,688
152974,-37,-832,4014,3050,1087,664
152976,-15,-808,4075,3061,1066,623
152978,7,-805,4091,3071,1102,604
152980,12,-770,4074,3058,1087,613
152982,45,-660,4047,3029,1095,616
152984,-13,-586,4008,2962,1138,630
152986,-50,-575,3965,2902,1170,660
152988,8,-532,3980,2842,1190,696
152990,40,-548,3983,2760,1200,732
152992,-14,-543,4001,2694,1191,768
152994,25,-598,4049,2667,1163,793
152996,53,-614,4089,2633,1144,794
152998,71,-645,4093,2595,1103,775
153000,29,-669,4083,2558,1079,756
153002,24,-687,4071,2549,987,733
153004,84,-695,4142,2529,938,701
153006,34,-731,4088,2502,913,664
153008,62,-745,4156,2476,912,633
153010,2,-703,4091,2477,855,580
153012,16,-647,4164,2467,836,533
153014,-28,-642,4157,2454,822,488
153016,-10,-612,4188,2422,851,463
153018,-21,-602,4140,2394,816,441
153020,-36,-587,4113,2363,767,411
153022,-29,-587,4116,2277,767,374
153024,-24,-543,4070,2220,693,351
153026,-51,-504,4125,2147,667,323
153028,-86,-537,4069,2086,632,278
153030,-79,-501,4000,2034,548,235
153032,-104,-480,3959,1978,355,170
153034,-74,-439,3895,1939,9,79
153036,-51,-367,3967,1908,-268,-19
153038,-87,-407,3909,1887,-516,-87
153040,-155,-375,4061,1807,-510,-106
153042,-215,-401,4012,1760,-405,-71
153044,-244,-387,4066,1741,-251,0
153046,-209,-382,3794,1844,-479,42
153048,-83,-175,3822,1893,-711,9
153050,-236,-240,4051,1928,-626,26
153052,-333,-290,4048,1947,-395,93
153054,-266,-243,3785,2022,-529,130
153056,-144,-170,3651,2091,-908,116
153058,-207,-262,3966,2009,-805,132
153060,-236,-349,3548,2077,-940,170
153062,48,-38,3822,2107,-1304,118
153064,-131,-161,3894,2016,-1185,93
153066,-224,-161,3505,2114,-1579,67
153068,-75,34,3642,2126,-2043,-50
153070,-217,-33,3286,2161,-2517,-146
153072,-203,33,3316,2199,-3073,-298
153074,8,173,3623,2202,-3542,-482
153076,-160,242,3311,2234,-4084,-663
153078,-243,341,3226,2322,-4755,-905
153080,-278,521,3220,2387,-5413,-1175
153082,-363,828,3470,2428,-6134,-1601
153084,-533,1191,3419,2537,-6742,-1948
153086,-413,1219,3612,2752,-7323,-2321
153088,-437,1108,3630,3010,-7679,-2572
153090,-229,974,3848,3331,-7794,-2675
153092,-21,505,4141,3590,-7466,-2528
153094,160,112,4330,3758,-6844,-2148
153096,177,-209,4306,3881,-6223,-1661
153098,246,-225,4107,3919,-5762,-1155
153100,336,-281,4122,3859,-5446,-764
153102,353,-232,4186,3767,-5220,-465
153104,398,-269,4249,3683,-5050,-283
153106,404,-369,4275,3595,-4959,-124
153108,570,-197,4345,3447,-4868,-64
153110,640,-161,4462,3321,-4743,-77
153112,610,-258,4490,3265,-4590,1
153114,687,-258,4419,3184,-4486,102
153116,774,-145,4460,3069,-4329,177
153118,808,-64,4546,2961,-4125,226
153120,783,-88,4574,2899,-3891,322
153122,828,144,4605,2767,-3597,353
153124,861,140,4548,2631,-3344,376
153126,858,103,4484,2475,-3056,429
153128,912,22,4380,2296,-2699,513
153130,955,-62,4332,2093,-2321,563
153132,926,-1290,3838,2332,-1985,475
153134,991,1452,4655,1512,-1374,474
153136,450,-315,4547,-555,-1415,716
153138,629,-612,4524,-939,-1286,819
153140,1358,-770,4160,-792,-771,1104
153142,1449,-653,4075,-554,-117,1122
153144,1271,-814,4108,-333,148,992
153146,1127,-802,4303,-246,391,979
153148,978,-609,4452,-356,568,920
153150,900,-518,4443,-508,662,775
153152,838,-335,4382,-660,718,557
153154,785,-224,4285,-905,719,262
153156,681,-307,4221,-1239,664,-3
153158,613,-364,4222,-1602,570,-208
153160,648,-307,4237,-1901,478,-393
153162,642,-218,4221,-2155,422,-563
153164,639,-170,4145,-2392,401,-697
153166,571,-95,4103,-2578,417,-779
153168,521,-41,4064,-2699,446,-809
153170,496,35,4037,-2722,478,-804
153172,466,156,4033,-2621,537,-766
153174,425,270,4079,-2519,578,-728
153176,395,298,4117,-2379,614,-689
153178,409,325,4150,-2210,631,-636
153180,415,354,4162,-2023,630,-575
153182,445,363,4110,-1840,652,-517
153184,450,433,4093,-1641,692,-447
153186,449,448,4070,-1417,766,-361
153188,441,462,4047,-1172,894,-290
153190,404,438,4033,-891,1043,-258
153192,351,488,4032,-608,1231,-264
153194,188,542,4088,-369,1386,-301
153196,-55,548,3983,-79,1454,-310
153198,-18,713,3863,294,1684,-354
153200,14,817,3804,528,1792,-456
153202,132,774,3873,825,1823,-502
153204,317,615,3891,1041,1894,-486
153206,414,517,3895,1276,2012,-447
153208,526,317,3946,1591,2181,-374
153210,581,169,3993,1910,2344,-315
153212,594,40,4037,2199,2505,-275
153214,577,-87,4071,2481,2614,-243
153216,641,-185,4084,2740,2724,-215
153218,702,-278,4079,2951,2837,-189
153220,699,-349,4097,3105,2924,-172
153222,681,-366,4082,3194,2977,-148
153224,599,-330,4071,3229,2986,-126
153226,577,-268,4104,3189,2936,-107
153228,513,-235,4127,3101,2816,-109
153230,376,-588,4318,3276,2729,-286
153232,568,1472,4233,2286,2734,-603
153234,32,-89,4301,734,2362,-552
153236,169,-323,4194,391,2065,-172
153238,741,-326,3885,439,2162,30
153240,916,276,3963,321,2275,76
153242,570,107,4069,125,2104,74
153244,407,-189,4140,271,1941,68
153246,338,-1,4222,428,1907,36
153248,326,82,4339,443,1920,32
153250,300,94,4310,474,1949,28
153252,314,137,4255,470,1995,-5
153254,247,184,4122,413,1981,-33
153256,362,199,4143,284,1970,-64
153258,452,108,4055,104,1964,-155
153260,483,10,3957,-129,1931,-261
153262,430,-37,3836,-510,1727,-387
153264,442,-85,3808,-797,1554,-440
153266,437,-172,3912,-1080,1368,-453
153268,294,-361,4085,-1270,1179,-445
153270,331,-362,4271,-1357,1027,-465
153272,423,-217,4380,-1408,893,-605
153274,442,-191,4423,-1418,739,-761
153276,400,-160,4485,-1399,600,-905
153278,316,-181,4415,-1409,449,-1033
153280,308,-105,4427,-1409,339,-1117
153282,297,-93,4425,-1384,239,-1131
153284,234,-71,4481,-1394,127,-1147
153286,312,-72,4502,-1392,1,-1172
153288,251,-70,4528,-1345,-132,-1182
153290,304,-7,4563,-1313,-232,-1191
153292,264,18,4599,-1234,-364,-1189
153294,246,62,4650,-1166,-476,-1171
153296,211,81,4715,-1081,-600,-1184
153298,292,122,4797,-971,-731,-1205
153300,270,58,4867,-835,-878,-1135
153302,283,64,4865,-682,-1012,-1139
153304,330,89,4884,-546,-1086,-1191
153306,344,2,4811,-397,-1113,-1186
153308,305,35,4679,-235,-1080,-1136
153310,325,81,4534,-90,-967,-1057
153312,273,112,4344,75,-834,-983
153314,215,205,4259,198,-724,-966
153316,248,199,4230,291,-625,-878
153318,223,270,4178,349,-540,-782
153320,243,301,4154,379,-473,-735
153322,229,330,4097,374,-409,-703
153324,251,300,4026,375,-369,-663
153326,225,298,3972,354,-287,-657
153328,205,265,3880,317,-210,-671
153330,206,220,3865,285,-115,-698
153332,229,193,3827,257,-14,-701
153334,210,140,3838,197,58,-723
153336,204,139,3866,166,115,-754
153338,219,98,3878,136,164,-758
153340,175,91,3925,128,204,-750
153342,173,99,3937,123,242,-756
153344,181,107,3957,149,270,-751
153346,204,123,3972,176,314,-738
153348,191,150,3993,196,335,-685
153350,190,167,4006,199,370,-635
153352,201,221,3992,205,399,-628
153354,203,203,3947,200,412,-581
153356,198,283,3932,185,419,-551
153358,176,255,3903,157,420,-515
153360,195,246,3885,132,430,-456
153362,180,274,3904,96,437,-398
153364,200,270,3893,80,441,-339
153366,205,266,3900,65,445,-282
153368,205,282,3889,47,447,-220
153370,203,297,3950,35,446,-192
153372,204,281,3957,27,428,-156
153374,242,231,3980,22,404,-132
153376,253,167,4042,13,360,-114
153378,263,166,4030,-4,313,-124
153380,278,124,4023,-46,265,-127
153382,274,93,4012,-122,180,-108
153384,292,83,4055,-170,131,-101
153386,297,98,4094,-217,73,-96
153388,289,71,4161,-253,-6,-96
153390,267,63,4230,-260,-73,-106
153392,265,65,4307,-253,-172,-112
153394,287,60,4386,-245,-279,-117
153396,260,72,4427,-224,-375,-108
153398,273,82,4430,-212,-470,-96
153400,275,68,4461,-198,-563,-74
153402,297,82,4467,-180,-654,-56
153404,311,52,4511,-157,-719,-32
153406,348,-3,4434,-136,-766,-12
153408,360,-20,4422,-116,-804,-4
153410,358,-42,4350,-94,-834,-11
153412,316,-32,4300,-93,-836,-11
153414,321,-23,4276,-83,-820,-8
153416,323,-15,4254,-72,-779,0
153418,334,32,4216,-68,-702,12
153420,271,80,4202,-55,-620,30
153422,255,110,4199,-40,-526,44
153424,268,120,4208,-20,-433,57
153426,252,112,4123,-7,-347,56
153428,244,144,4113,-6,-256,47
153430,215,138,4093,-4,-180,44
153432,241,144,4053,-2,-103,58
153434,233,134,4085,-4,-34,67
153436,258,135,4020,-3,24,69
153438,254,157,4019,-9,77,75
153440,252,161,4030,-13,118,79
153442,250,144,4055,-7,156,66
153444,236,140,4044,1,167,64
153446,223,143,4089,14,166,47
153448,230,151,4113,24,186,23
153450,237,123,4081,31,188,11
153452,251,140,4086,32,201,12
153454,240,162,4048,28,211,7
153456,211,169,4094,24,227,14
153458,197,172,4063,20,243,17
153460,207,179,4070,10,248,20
153462,198,173,4076,5,260,11
153464,215,153,4072,3,274,3
153466,243,136,4048,6,283,-20
153468,269,114,4074,6,293,-35
153470,262,147,4030,0,295,-42
153472,240,113,4026,-28,275,-45
153474,234,160,4026,-54,261,-54
153476,231,111,4037,-93,253,-58
153478,230,147,4015,-128,223,-58
153480,243,135,4065,-154,205,-48
153482,241,169,4078,-163,186,-53
153484,213,145,4156,-157,158,-66
153486,191,102,4151,-142,132,-69
153488,236,101,4207,-132,86,-62
153490,223,85,4226,-111,42,-67
153492,243,97,4252,-111,-14,-79
153494,239,77,4233,-111,-70,-96
153496,297,50,4255,-117,-139,-106
153498,275,56,4257,-131,-202,-99
153500,265,83,4255,-142,-255,-94
153502,252,91,4229,-136,-272,-93
153504,237,109,4218,-129,-262,-85
153506,255,128,4183,-117,-214,-80
153508,233,146,4129,-100,-169,-81
153510,229,127,4120,-79,-122,-72
153512,267,85,4147,-65,-82,-86
153514,291,77,4148,-54,-50,-87
153516,278,80,4135,-47,-18,-79
153518,300,117,4166,-50,5,-84
153520,296,117,4172,-69,16,-69
153522,278,114,4167,-84,34,-66
153524,273,106,4161,-99,33,-52
153526,237,116,4180,-100,41,-36
153528,227,116,4211,-103,43,-20
153530,246,109,4229,-100,46,-4
153532,221,115,4185,-87,55,21
153534,232,138,4165,-78,64,43
153536,234,129,4171,-72,83,59
153538,241,137,4122,-68,104,52
153540,216,117,4117,-69,135,61
153542,248,110,4108,-68,157,68
153544,235,104,4105,-73,189,63
153546,225,126,4109,-69,214,64
153548,241,109,4092,-56,229,67
153550,232,125,4147,-24,243,68
153552,237,132,4181,12,238,72
153554,232,79,4226,53,216,60
153556,228,74,4252,86,197,58
153558,254,58,4245,116,179,56
153560,278,32,4294,138,158,39
153562,266,21,4295,152,120,38
153564,250,12,4287,148,104,35
153566,274,11,4315,146,78,36
